title,artist,genre
Know Where to Run,Orbital,"electronic, techno, idm"
Rikarda,Oliver Huntemann,techno
LCC,Autechre,"electronic, experimental, techno, idm"
Petrol,Orbital,"electronic, techno, drum_and_bass"
Jin Go Lo Ba,Fatboy Slim,"electronic, dance, techno"
Tristesse,Kollektiv Turmstrasse,techno
Pay Per View,Orbital,"electronic, techno"
New Flowers,Tanlines,"electronic, techno"
Kink,Trentemøller,"electronic, techno, idm"
Stagger,Underworld,"electronic, techno"
Andreaen Sand Dunes,Drexciya,"techno, electro, lounge"
Police,Gold Panda,"electronic, techno, idm"
Liquid Bird,The Beta Band,"rock, alternative, indie, indie_rock, techno, 00s"
I Wish I Had Duck Feet,Orbital,"electronic, techno"
Domain,The Future Sound of London,"ambient, techno"
Superpositions,Nathan Fake,"electronic, alternative, experimental, dance, post_rock, techno, idm"
Come,Ellen Allien,"electronic, techno, electro, idm"
Eiszauber,Solomun & Stimming,"techno, lounge"
Raven,Actress,"electronic, experimental, techno, idm"
Take My Time,Junior Senior,"pop, dance, techno"
Arched Maid Via RDJ,AFX,"electronic, techno, idm"
Onsay,Fennesz,"electronic, techno, idm"
Tide,Trentemøller,"electronic, female_vocalists, ambient, trip_hop, techno, electro, downtempo"
Bumblechord,Nathan Fake,"electronic, ambient, techno, idm"
The Bells Sketch,James Blake,"british, techno, downtempo"
Above,Blue Man Group,"rock, electronic, experimental, instrumental, techno"
Circassian,Fennesz,"ambient, techno, idm, noise"
Spare Parts Express,Orbital,"electronic, techno"
Tewe,Autechre,"techno, idm"
At First Touch,The Sight Below,"electronic, ambient, techno"
Bawsey,Nathan Fake,"electronic, ambient, dance, techno, idm"
Stomp the Yard,Ooah,"electronic, techno"
Science Friction,Orbital,"electronic, techno"
Cichli,Autechre,"electronic, techno, idm"
Their Law (Featuring Pop Will Eat Itself),The Prodigy,"electronic, techno"
Swimmer,Four Tet,"electronic, ambient, techno, beautiful, idm"
End Begins,DeadLock,"metalcore, techno, melodic_death_metal"
Biofeedback,Nightmares on Wax,"electronic, chillout, trip_hop, techno, downtempo, idm"
FFA 1985,The Bloody Beetroots,"electronic, techno"
Silver Surfer,Stimming,techno
No Use Crying Over (Some Techno),65daysofstatic,"post_rock, techno, french"
Lick It,Kaskade & Skrillex,"electronic, dance, house, techno"
Outer Space,Ronald Jenkees,"electronic, instrumental, techno"
Ahora,Daphni,"electronic, house, techno, idm"
Lost in Sound,Alex Smoke,techno
Keep It A Secret,Jay-Jay Johanson,"electronic, trip_hop, techno, swedish"
Surround Me With Your Love,3-11 Porter,"techno, beautiful, lounge"
East to West,Marc Houle,techno
Echocity,Ripperton,techno
My Friend Dario (Dima Prefers Newbeat mix),Vitalic,"electronic, techno, electro"
Waving Not Drowning,Orbital,"electronic, techno, drum_and_bass"
Laguna,Fennesz,"electronic, ambient, post_rock, techno, guitar, idm"
Two Ways Out,Darker My Love,"alternative, psychedelic, techno, indie_pop, psychedelic_rock"
Senorita,Actress,"techno, idm"
Kein Trink Wasser,Orbital,"electronic, techno"
The Blessing,Gui Boratto,techno
Mad Kidz,Crookers,"electronic, house, techno, electro, idm"
At Les,Carl Craig,techno
7:39,Global Communication,"electronic, ambient, techno"
ACDC,David Guetta,"electronic, dance, house, techno"
Piano & String,Moby,"electronic, ambient, techno"
Safety First,Sascha Funke,"electronic, techno"
Asusu,Fennesz,"electronic, ambient, techno, noise"
The 3rd,Metronomy,"techno, electro, idm"
Boy Meets Girl,Junior Senior,"electronic, indie, pop, dance, techno"
Wipe that Sound,Mouse on Mars,"electronic, dance, techno, idm"
Never Touch That Switch,Robbie Williams,"rock, alternative, pop, dance, british, techno, britpop"
Living,Moby,"electronic, ambient, chillout, techno, downtempo"
Oh La La Satan,Mustard Pimp,"electronic, techno, electro"
Falmer,Nathan Fake,"electronic, ambient, dance, techno, idm"
Switch / Twitch,Fluke,"electronic, dance, soundtrack, techno"
The Sound of the Big Babou,Laurent Garnier,"electronic, techno, french"
Acid Bells,Efdemin,techno
Shortwave,Matthew Dear,"electronic, techno, lounge"
Will Gravity Win Tonight?,Matthew Dear,"techno, idm"
Let's Start This Party Right,Girl Talk,"electronic, experimental, techno"
Double Checked,Sascha Funke,techno
Tower Block,Cosmin TRG,techno
Transit,Fennesz,"electronic, ambient, techno, idm, noise"
Shanghai Spinner,Oliver Huntemann,techno
Just A man,The Classic Crime,"rock, alternative_rock, techno"
Code 1026,Agoria,"electronic, techno"
Throw,Paperclip People,"house, techno"
Cobra Bora,808 State,"electronic, dance, house, techno"
Funky Acid Stuff,Luke Vibert,"electronic, trip_hop, techno, idm"
redfall,Autechre,"electronic, ambient, experimental, techno, idm"
Accusations,The Juan Maclean,"electronic, dance, techno"
Forcasa 2,Bola,"electronic, ambient, techno, idm"
Downhill,Moby,"electronic, ambient, chillout, techno"
Persona,Alex Smoke,techno
Treibsand,Stephan Bodzin,techno
Flexibility,Miss Kittin & The Hacker,"techno, electro"
Radiator,Family Force 5,"electronic, alternative_rock, techno, screamo"
Simon from Sydney,LFO,"electronic, techno, electro, idm"
Kisses,Audion,"electronic, techno"
Nebulus,Fluke,"electronic, ambient, chillout, techno, drum_and_bass"
Bored of House,Nathan Fake,"electronic, techno"
Fermium,Autechre,"electronic, techno, idm"
200,Diplo,techno
Nurture,LFO,"electronic, techno, idm"
Ringer,Four Tet,"electronic, techno"
Extra,Ken Ishii,"electronic, instrumental, dance, house, techno"
Magical Dream,808 State,"electronic, dance, house, techno"
Cymbal Rush (The Field Late Night Essen Und Trinken Remix),Thom Yorke,techno
Baby Interphase,Biosphere,"electronic, ambient, techno"
Danse Avec Moi,Nôze,"electronic, techno, electro, french"
Smoke Rings,Photek,"techno, idm, drum_and_bass"
Hub,Autechre,"electronic, ambient, experimental, techno, idm, noise"
Recury,Autechre,"electronic, experimental, techno, idm"
LFO (Leeds Warehouse mix),LFO,"techno, idm"
Someone to Love,Moby,"rock, electronic, hardcore, industrial, punk_rock, techno"
Sexy People,Lolene,"pop, dance, techno"
Besides,Gui Boratto,"electronic, chillout, techno"
Freche Früchte,Dominik Eulberg,techno
Inertia,Carbon Based Lifeforms,"electronic, ambient, techno"
Let Me Be Me,The Other People Place,"techno, electro"
Dudun-Dun,Para One,"techno, electro, french"
Fanfares,Vitalic,"electronic, techno, electro, french"
Drown In The Now,The Crystal Method,"electronic, techno"
Strings of Life,Derrick May,techno
Early Soundz,Showtek,techno
Don't Give Me Your Life,Alex Party,"dance, 90s, techno"
Good to Be Alive,Matthew Dear,"electronic, techno, idm"
Dog,Moby,"ambient, techno"
Cubik,808 State,"electronic, dance, house, techno"
Snake Hips,The Future Sound of London,"electronic, ambient, chillout, techno, idm"
Antropofagia,Gui Boratto,techno
Quiet Please,Sascha Funke,"techno, electro"
Ooops Up,Snap!,"dance, 90s, house, techno"
Blind Tiger,Layo & Bushwacka!,"electronic, chillout, techno, downtempo, drum_and_bass"
We Are Back,LFO,"electronic, techno, idm"
Autumn Acid,µ-Ziq,"electronic, techno, idm"
Rpeg,Autechre,"electronic, experimental, techno, idm"
Quiet Little Voices,We Were Promised Jetpacks,"indie_rock, post_punk"
Pitch the Baby,Cocteau Twins,post_punk
Who Can Say,The Horrors,"british, post_punk, psychedelic_rock, 00s"
It Will All End In Tears,The Drums,"indie, post_punk, indie_pop"
The World Was A Mess But His Hair Was Perfect,The Rakes,"indie, indie_rock, british, post_punk, britpop"
Spanish Metal,Kaiser Chiefs,"rock, indie, indie_rock, british, post_punk, male_vocalists, britpop"
Bambi,Tokyo Police Club,"indie, indie_rock, post_punk"
My Desire,Interpol,"indie_rock, post_punk"
Like It Too Much,Kaiser Chiefs,"indie, indie_rock, british, post_punk, 00s, britpop"
Moonland,Nick Cave & The Bad Seeds,"rock, alternative_rock, post_punk, male_vocalists, 00s, blues_rock"
The Ring Song,The Bravery,"indie, alternative_rock, indie_rock, post_punk, indie_pop, 00s"
We Tried,The Drums,"indie, pop, post_punk, indie_pop, mellow"
Shoulders & Arms,Tokyo Police Club,"indie, indie_rock, post_punk"
Juno,Tokyo Police Club,"indie, indie_rock, post_punk, love"
Inside My Head,Radiohead,"rock, alternative_rock, post_punk, grunge"
More News From Nowhere,Nick Cave & The Bad Seeds,"rock, alternative, alternative_rock, post_punk, male_vocalists"
Three Decades,The Horrors,"indie, indie_rock, british, post_punk, 00s"
We Call Upon the Author,Nick Cave & The Bad Seeds,"alternative_rock, post_punk, male_vocalists, 00s, chill, blues_rock, avant_garde"
Walk the Fleet Road,Editors,"rock, alternative, indie, indie_rock, post_punk, downtempo, male_vocalists, synthpop, britpop"
Almost Ready,Dinosaur Jr.,"rock, alternative, alternative_rock, indie_rock, post_punk, 00s, grunge"
Four Letter Word,Gossip,"rock, indie, indie_rock, post_punk, 00s"
Our Singer,Pavement,"rock, indie, indie_rock, 90s, post_punk, indie_pop"
La Ferrassie,Tokyo Police Club,"rock, indie, indie_rock, post_punk"
When Will You Come Home,Galaxie 500,"indie, post_punk"
Centennial,Tokyo Police Club,"alternative, indie_rock, post_punk"
New Ice Age,The Horrors,"indie, indie_rock, post_punk"
In The City,Chromatics,"post_punk, synthpop"
Sandblasted and Set Free,Maxïmo Park,"indie, indie_rock, post_punk"
Carnival Kids,The Futureheads,"rock, indie, indie_rock, post_punk"
Stupid and Shallow,The Futureheads,"indie, indie_rock, post_punk, britpop"
Mirror's Image,The Horrors,"indie, post_punk"
I Only Think of You,The Horrors,"post_punk, psychedelic_rock"
Sixties Remake,Tokyo Police Club,"indie_rock, post_punk"
Down For So Long,The Rapture,"electronic, indie_rock, post_punk, electro"
Calling Me,The Rapture,"rock, alternative, indie, post_punk, guitar"
Get Ready for Love,Nick Cave & The Bad Seeds,"rock, alternative, singer_songwriter, post_punk"
Alms,The Futureheads,"indie, indie_rock, post_punk"
Man Ray,The Futureheads,"indie, indie_rock, post_punk"
Only If You Run,Julian Plenti,"alternative, indie, indie_rock, post_punk"
We Were Aborted,The Cribs,"indie, indie_rock, british, post_punk"
I Can See Through You,The Horrors,"indie_rock, british, post_punk, psychedelic_rock"
Listen to the Math,Tokyo Police Club,"indie, indie_rock, post_punk"
Keeping You Alive,Gossip,"rock, female_vocalists, post_punk"
Does This Mean You're Moving On?,The Airborne Toxic Event,"indie, indie_rock, post_punk"
I Know I'll See You,A Place to Bury Strangers,"post_punk, noise"
Wherever You Go,Built to Spill,"alternative, indie, indie_rock, post_punk, guitar"
We Want War,These New Puritans,"post_punk, gothic"
Autonomy Boy,The Long Blondes,"indie, female_vocalists, indie_rock, british, post_punk, britpop"
What We Know,Sonic Youth,"rock, alternative, indie_rock, post_punk, grunge, noise"
Ainda É Cedo,Legião Urbana,"rock, 80s, post_punk"
Different Now,Chastity Belt,"indie_rock, post_punk"
Argument,Fugazi,"punk, post_punk, post_hardcore"
Games for Days,Julian Plenti,"indie_rock, post_punk"
You Are Invited,The Dismemberment Plan,"indie, indie_rock, post_punk, emo"
Skip To The End,The Futureheads,"indie, indie_rock, british, post_punk, britpop"
Live In Sunshine,The Rapture,"indie, post_punk, male_vocalists"
Plastic Sun,Sonic Youth,"rock, alternative, indie, experimental, post_punk, grunge, noise"
She's Like Heroin to Me,The Gun Club,post_punk
Cut Cut Paste,Tokyo Police Club,"indie, indie_rock, post_punk"
Messiah Ward,Nick Cave & The Bad Seeds,"rock, alternative, singer_songwriter, post_punk"
Puddle Splashers,Cap'n Jazz,"indie, punk, post_punk, emo, post_hardcore"
I Quit Girls,Japandroids,"indie, indie_rock, post_punk, male_vocalists"
Ain't Gonna Rain Anymore,Nick Cave & The Bad Seeds,"rock, post_punk"
Heartsink,Blood Red Shoes,"rock, indie, indie_rock, post_punk"
Trying Not to Think About Time,The Futureheads,"indie, indie_rock, post_punk, britpop"
Circle Square Triangle,Test Icicles,"alternative, indie, post_punk, emo, screamo"
Washing Machine,Sonic Youth,"alternative, experimental, indie_rock, post_punk, grunge, noise"
A Train Roars,The Horrors,post_punk
Jangling Jack,Nick Cave & The Bad Seeds,"rock, post_punk"
Can't Hardly Wait,The Replacements,"rock, alternative, 80s, post_punk"
Pink Flag,Wire,"punk, post_punk, 70s"
Let's Not Wrestle Mt. Heart Attack,Liars,"experimental, post_punk, noise"
Fountain,PJ Harvey,"rock, alternative, post_punk"
Golden Phone,Micachu,"electronic, indie, female_vocalists, experimental, post_punk, electro"
Been There All The Time,Dinosaur Jr.,"alternative_rock, indie_rock, post_punk, grunge"
The Jitters,The Dismemberment Plan,"indie, indie_rock, post_punk"
Time To Stop Talking,The Rakes,"indie, indie_rock, post_punk"
Thousands Are Sailing,The Pogues,"folk, post_punk"
Johnny,Suicide,"electronic, experimental, post_punk, synthpop"
In The Clear,Cap'n Jazz,"indie, punk, post_punk, emo, screamo"
Giddy Stratospheres,The Long Blondes,"indie, female_vocalists, indie_rock, post_punk"
Stories For Boys,U2,"rock, post_punk"
Answering Machine,The Replacements,"rock, alternative, alternative_rock, punk, indie_rock, 80s, post_punk"
She Is Beyond Good and Evil,The Pop Group,"post_punk, 70s, avant_garde"
Healer,Chromatics,"electronic, alternative, post_punk, electro"
Sketchead,Arctic Monkeys,"rock, indie, indie_rock, post_punk"
No Friend,Paramore,"rock, post_punk, psychedelic_rock"
It Is Happening Again,Blood Red Shoes,"rock, indie, female_vocalists, indie_rock, british, post_punk"
Keeping It Close,Blood Red Shoes,"indie_rock, british, post_punk"
(She's In A) Bad Mood,Sonic Youth,"alternative, alternative_rock, experimental, post_punk, noise, avant_garde"
The Second Line,Clinic,"indie, indie_rock, post_punk"
Marching Song,Esben and the Witch,"experimental, post_punk"
It Fit When I Was A Kid,Liars,"experimental, post_punk, noise, avant_garde"
Winner's Blues,Sonic Youth,"rock, alternative, 90s, acoustic, post_punk, noise"
Depth Charge Ethel,Grinderman,"rock, alternative, post_punk, blues_rock"
Protect Me You,Sonic Youth,"alternative, experimental, post_punk, noise"
That Great Love Sound,The Raveonettes,"indie, female_vocalists, indie_rock, post_punk, 00s"
Milk Man,Deerhoof,"indie, experimental, indie_rock, post_punk, avant_garde"
Found Love in a Graveyard,Veronica Falls,"indie, indie_rock, post_punk, indie_pop"
Spare Me From The Mold,Gossip,"indie_rock, post_punk"
Skip Tracer,Sonic Youth,"alternative_rock, experimental, post_punk, noise"
Spiritual Cramp,Christian Death,"post_punk, gothic"
Viento,Caifanes,"rock, post_punk, oldies"
Interstellar,Frankie Rose,"indie, indie_rock, post_punk, indie_pop"
New Kicks,Le Tigre,"electronic, alternative, indie, female_vocalists, post_punk"
The Blinding,Babyshambles,"indie, indie_rock, british, post_punk, britpop"
I Fall Down,U2,"rock, post_punk"
Summerhead,Cocteau Twins,post_punk
Kicker of Elves,Guided by Voices,"alternative, indie, indie_rock, 90s, post_punk"
Attack Music,These New Puritans,"indie, post_punk"
Ghetto Love,Spinnerette,"female_vocalists, post_punk"
Hologram,These New Puritans,"indie, indie_rock, british, post_punk"
Left of the Dial,The Replacements,"rock, alternative_rock, indie_rock, 80s, post_punk"
Breaking The Broken,Sparta,"rock, alternative, indie, alternative_rock, post_punk, emo, post_hardcore"
What Would Wolves Do?,Les Savy Fav,"indie, indie_rock, post_punk"
Second Guessing,R.E.M.,"rock, alternative_rock, post_punk"
Colours Fade,Blood Red Shoes,"indie_rock, post_punk"
The Pioneers (M83 Remix),Bloc Party,"electronic, indie, indie_rock, post_punk"
Hit Me,Savages,post_punk
This Is Nowhere,The Airborne Toxic Event,"indie, indie_rock, post_punk"
Of Walking Abortion,Manic Street Preachers,"rock, alternative_rock, post_punk"
The Base,Paul Banks,"indie_rock, post_punk"
Swing Pool,Blonde Redhead,"indie, female_vocalists, indie_rock, post_punk, grunge"
History Repeats,We Are Scientists,"indie, indie_rock, post_punk, emo, britpop"
Androgynous Mind,Sonic Youth,"rock, alternative_rock, post_punk"
White Wedding - Part 1,Billy Idol,"rock, punk, 80s, punk_rock, post_punk"
Madrid Song,Julian Plenti,"indie, post_punk"
Make Your Mind Up,Chairlift,"electronic, post_punk"
Sedative,Babyshambles,"rock, alternative, indie, indie_rock, british, post_punk, britpop"
Test Pattern,The Thermals,"rock, indie_rock, post_punk, britpop"
"If You Hate Your Friends, You're Not Alone",Pretty Girls Make Graves,"rock, indie, female_vocalists, indie_rock, post_punk"
Time Xone,These New Puritans,"indie, indie_rock, post_punk"
On the Esplanade,Julian Plenti,"alternative, indie, post_punk, love, beautiful, guitar"
You Don't Need It,The Pigeon Detectives,"indie, indie_rock, post_punk, britpop"
Tomorrow Is So Far Away,Chromatics,"electronic, alternative, ambient, chillout, post_punk"
Non-Alignment Pact,Pere Ubu,"experimental, post_punk, avant_garde"
Let's Make This A Moment To Remember,Chromatics,"electronic, alternative, post_punk, electro, synthpop"
One More Empty Chair,Blood Red Shoes,"rock, indie_rock, post_punk"
Preaching the Blues,The Gun Club,post_punk
Serotonin,Mystery Jets,"indie, post_punk"
Veronica Sawyer Smokes,AFI,"alternative, alternative_rock, punk, post_punk"
No Soul,Say Anything,"alternative, alternative_rock, punk_rock, post_punk"
Teenage Lust,The Jesus and Mary Chain,"alternative, indie, alternative_rock, post_punk"
Do You Still Hate Me?,Jawbreaker,"post_punk, post_hardcore"
Exploding Head,A Place to Bury Strangers,"rock, indie, post_punk, 00s"
Che,Suicide,"electronic, experimental, post_punk"
Love and Death,The Stills,"indie, post_punk"
Arabian Disco,Faith No More,post_punk
Wildcat!,Be Your Own Pet,"indie, female_vocalists, punk, indie_rock, post_punk"
How'd You Pin That One On Me,Dinosaur Jr.,"rock, indie, alternative_rock, indie_rock, american, post_punk, grunge"
What Would They Know,Liars,"experimental, post_punk, idm, noise"
Girl on the Sporting News,Julian Plenti,"indie, post_punk"
Given the Time,Craft Spells,"indie, post_punk"
Serpentskirt,Cocteau Twins,post_punk
Cycle Time,Liars,"experimental, post_punk, idm, noise"
11 O'Clock Tick Tock,U2,"rock, post_punk"
5,Interpol,"indie, indie_rock, post_punk"
Floorshow,The Sisters of Mercy,"post_punk, gothic"
Sun in an Empty Room,The Weakerthans,"rock, indie, indie_rock, post_punk"
51st State,New Model Army,"rock, alternative, 80s, post_punk"
